cell_line,position,cell_label,Dox (ng/ml ),CHIR (uM),CFP_intensity,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,barcode_number sum
11,2,29,100,2,1689.6327775518505,7.432266492916487,0.7395197896985075,0.10779714410329896,11.901777453447181,-3.6219852582450867,1.117222775030772,-25.185319953212392,3
11,2,30,100,2,560.027902902903,6.3279866091002175,0.6133769488980277,0.014072368026695462,1.9868741765429785,-5.993504564549658,0.44208258022751984,-6.3878277045472025,4
11,2,31,100,2,515.3348628331544,6.244816908456395,0.6254546154231054,0.03585490098682932,5.438435480478393,-5.273984268117934,0.851480619485718,-15.316417365956053,10
11,2,32,100,2,675.3662180516113,6.515255089009708,0.6239486985050766,,0.0,-5.715856567572108,,-0.0,1
11,2,33,100,2,636.1155024355949,6.455380154454594,0.777217155337914,0.14856816985539867,17.880819612674745,-3.2679307201384558,2.173455879516336,-62.21312462581062,8
11,2,34,100,2,553.7831427036156,6.316773170951827,0.6692412411521245,0.07756451300916231,8.195309815902965,-5.153992059554989,2.0029547509680135,-27.479725821339024,2
11,2,36,100,2,491.43841314935065,6.197336627868998,0.662053667690177,,0.0,-4.475733430966398,,-0.0,1
11,2,37,100,2,686.5926563114432,6.531741185235899,0.6985627462266766,0.09834270027979576,12.191786232388958,-4.9343504807470335,1.894261443335953,-33.24608857313987,4
11,2,38,100,2,564.5816015516764,6.336084928592853,0.6844203398500088,0.10387240922099326,13.854366563977779,-4.926703264353015,1.9488728418584964,-36.11074721841319,6
11,2,39,100,2,543.6473126142596,6.298300714203839,0.6949740610418839,0.09606151275691867,13.031804761101068,-4.633792616547126,1.5259849940103045,-31.048270147737515,9
11,2,40,100,2,490.99660546212,6.196437214251518,0.6453583764937324,0.05138650462362361,7.37182014992687,-5.862952707628127,0.9082455654970865,-14.342124898474019,7
11,2,41,100,2,551.1076502250066,6.311930162529379,0.7381249429225504,0.0997380602320084,11.702042413456951,-4.173910569381134,1.4703852506555999,-30.508343656402413,4
11,2,42,100,2,493.7273069679849,6.201983354587942,0.7080299095979491,0.09251640953118717,11.687245295239897,-4.188881398122811,1.3818322776092247,-29.5054513371734,5
11,2,44,100,2,438.8013880383752,6.084046891655815,0.7384256717209982,0.0682270935173107,6.533337387133428,-3.701651287628147,1.8307009650359056,-34.97090801146491,2
11,3,1,100,2,1479.1228991039711,7.299204555339628,0.6961001432133656,0.1343360507324408,13.646015355237912,-5.0813871634300165,2.559493658918308,-35.616953883188,2
