No,cell_line,position,cell_label,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum,BMP(ng/ml)
5,14,7,21,8.531343148561533,1.2077012222731849,0.19340392187000185,14.323553158367442,2.3542419304382793,2.0410125895833695,77.54246212735939,8.722232244705165,3.2598821861281526,33.42868184344967,5,64
5,14,7,22,8.376115867968133,1.2988723760078158,0.05366421858257163,2.9214827852020817,3.3921627291684873,0.04404516119750477,0.9181349672114496,11.96864665826368,0.013442286321807127,0.07941693062045396,2,64
5,14,7,23,8.22024610878098,0.8353268552342972,,0.0,-2.724968061066613,,-0.0,0.3018031261290588,,0.0,1,64
5,14,7,24,8.749761403898761,1.0869338680412326,0.07673324212162397,6.113797623384725,1.2123611488367976,1.1304863983821247,80.75398494673207,7.139866563395637,2.730115372004979,33.114754266419475,4,64
5,14,7,25,8.892549271610054,1.1150598740667526,0.1077738706879341,7.891683574722301,1.4599409559034706,1.3801172834181652,77.18538469885216,7.988231557116532,2.9721822171023513,30.379397502521055,3,64
5,14,7,26,8.207888281553211,1.000736527233798,0.05624687910233343,5.257541444449009,-0.0017102654027104647,0.8451751377017481,-46226.0973075825,4.611483765120386,2.0437997375927086,41.457363696534486,8,64
5,14,7,27,8.375946016510856,1.0730376523511655,0.14013085468380787,11.309657190900472,0.7992128329426147,1.8124121648635734,196.39261435789598,6.852301140010159,4.07157939387547,51.45849717597463,4,64
5,14,7,28,8.24620672167461,0.9839799748387967,0.03981168472660244,2.860943612724783,-0.22018029698475938,0.5969930873514734,-191.7237219536222,3.986272908789852,1.6952535779447815,30.071330494013264,2,64
5,14,7,30,8.003594958874933,0.9368447693077654,0.1125124767865974,11.234068696990965,-1.0559550168294247,1.7546224847922915,-155.4326670310059,2.906515704329513,3.126432062505374,100.61908149588574,8,64
5,14,7,31,8.353088550120638,1.049944074503436,0.06390769674574985,5.693653390861183,0.7062631637695433,0.9216361742536613,122.06663805418042,6.278881273950244,2.0631098061164357,30.735770071842612,8,64
5,14,7,32,8.417911096370181,1.0634195026153124,0.24164057622430724,18.55323358423721,0.4639482598265854,3.3384769435161346,587.5342674861718,7.281698927373014,6.208182995996194,69.61232866892568,3,64
5,14,7,33,8.561521192003566,1.0964683598632685,0.06657989115632708,5.543146462689024,1.3798732028467218,0.9010743099763673,59.61160350872249,8.241675274955538,2.1866652524922445,24.220113923969844,6,64
5,14,7,34,8.224473137678679,1.009267287416874,,0.0,0.1346150104384432,,0.0,5.256334354078703,,0.0,1,64
5,14,7,35,8.163484032910741,0.959412616627798,0.0751698559869145,7.328959460236235,-0.6407884523040687,1.19289844826182,-174.1377077942417,3.76800710169277,2.4601909544504794,61.07467030422167,8,64
5,14,7,37,7.841027023044202,0.9999602629132743,0.011749287634145221,0.8308331109089162,0.007069024396039306,0.17037555851033517,1704.248083209381,4.671414016193186,1.1687886067456972,17.691824075934807,2,64
5,14,7,38,8.039876085956857,0.8517162689439457,,0.0,-2.1380306800692703,,-0.0,0.6850244715496956,,0.0,1,64
